userName,at,score,content,polarity_score,sentiment,content_stopwords,tokenized_stemmed,cleaned_tokenized_stemmed
Ramlan Gold,5/11/2023 15:52,5,sangat membantu kalau bisa ditingkatkan lagi seperti pengiriman jangan dibatasi  juta transaksi serta bisa top up seperti link saja ovo gopay dan lain,-10,NEGATIVE,sangat membantu kalau ditingkatkan pengiriman jangan dibatasi  juta transaksi bisa top up seperti link ovo gopay lain,"['bantu', 'tingkat', 'kirim', 'batas', 'juta', 'transaksi', 'top', 'up', 'link', 'ovo', 'gopay']",bantu tingkat kirim batas juta transaksi top up link ovo gopay
ULUL AZMI,5/11/2023 8:50,5,aplikasi bank enggak bisa digunakan,-1,NEGATIVE,aplikasi bank enggak digunakan,"['aplikasi', 'bank']",aplikasi bank
wasrika Sari,5/10/2023 15:51,3,mohon maaf mengapa saya nggak bisa daftar mobile baking padahal kartu atm sudah ada,-6,NEGATIVE,mohon maaf saya bisa daftar mobile baking padahal kartu atm ada,"['mohon', 'maaf', 'daftar', 'mobile', 'baking', 'kartu', 'atm']",mohon maaf daftar mobile baking kartu atm
irvan is,5/10/2023 5:33,1,perangkat sudah tukar karena perangkat lama sudah rusak tapi action tidak bisa masuk sudah daftar kembali tidak bisa kita ke bank juga nggak bisa tunggu  jam sudah  x  jam tunggu tetap nggak bisa masa data sendiri masuk di anggap penipuan data lengkap buku tabungan atm kartu tanda penduduk semua sama sangat kecewa dengan sistem begini nggak jelas,-48,NEGATIVE,perangkat tukar perangkat lama rusak action masuk daftar tidak kita bank bisa tunggu  jam  x  jam tunggu tetap bisa masa data sendiri masuk anggap penipuan data lengkap buku tabungan atm kartu tanda penduduk semua sama sangat kecewa sistem begini nggak jelas,"['perangkat', 'tukar', 'perangkat', 'rusak', 'action', 'masuk', 'daftar', 'bank', 'tunggu', 'jam', 'x', 'jam', 'tunggu', 'data', 'masuk', 'anggap', 'tipu', 'data', 'lengkap', 'buku', 'tabung', 'atm', 'kartu', 'tanda', 'duduk', 'kecewa', 'sistem', 'nggak']",perangkat tukar perangkat rusak action masuk daftar bank tunggu jam x jam tunggu data masuk anggap tipu data lengkap buku tabung atm kartu tanda duduk kecewa sistem nggak
Irwanto,5/9/2023 18:39,5,kenapa tidak bisa buat rekening baru di aplikasi action langsung,-2,NEGATIVE,tidak buat rekening baru aplikasi action langsung,"['rekening', 'aplikasi', 'action', 'langsung']",rekening aplikasi action langsung
Top 21,5/9/2023 16:27,1,nomor atm saya di tolak katanya salah padahal nomor yang saya isi sudah benar,-24,NEGATIVE,nomor atm di tolak katanya salah padahal nomor saya isi benar,"['nomor', 'atm', 'tolak', 'salah', 'nomor', 'isi']",nomor atm tolak salah nomor isi
Hotman Sinurat,5/4/2023 12:41,2,admin kenapa aplikasi  tidak bisa di buka,-6,NEGATIVE,admin aplikasi  bisa buka,"['admin', 'aplikasi', 'buka']",admin aplikasi buka
I'M SBS,5/3/2023 17:05,1,saya baru daftar action terus di bank saya transaksi transfer bisa tapi setelah di rumah langsung peringatan,2,POSITIVE,baru daftar action terus bank transaksi transfer tapi di rumah langsung peringatan,"['daftar', 'action', 'bank', 'transaksi', 'transfer', 'rumah', 'langsung', 'ingat']",daftar action bank transaksi transfer rumah langsung ingat
Randi Rahmayanda,5/3/2023 13:43,3,admin kenapa saya tidak bisa isi pulsa ke operator indosat tapi untuk telkomsel saja yang bisa,-22,NEGATIVE,admin saya isi pulsa operator indosat untuk telkomsel yang bisa,"['admin', 'isi', 'pulsa', 'operator', 'indosat', 'telkomsel']",admin isi pulsa operator indosat telkomsel
Data Razak,5/1/2023 20:43,1,aplikasi tautan di smartphone rusak terus masuk di smartphone baru tidak bisa orang bank pun bingung masuk  sulit,-14,NEGATIVE,aplikasi tautan smartphone rusak terus masuk smartphone baru bisa orang bank bingung masuk  sulit,"['aplikasi', 'taut', 'smartphone', 'rusak', 'masuk', 'smartphone', 'orang', 'bank', 'bingung', 'masuk', 'sulit']",aplikasi taut smartphone rusak masuk smartphone orang bank bingung masuk sulit
Oposisi Htn,4/28/2023 19:49,1,kasih cashback dong agar banyak nasabahnya,-2,NEGATIVE,kasih cashback dong banyak nasabahnya,"['kasih', 'cashback', 'nasabah']",kasih cashback nasabah
Rayhanna Ameliya,4/27/2023 8:06,3,bagaimana sih cara daftar  aku sudah punya rekening di bank aceh tapi saat daftar di aplikasi ini katanya data tidak ditemukan itu maksudnya bagaimana sudah bolak balik unduh tapi tetap saja nggak bisa masuk,-19,NEGATIVE,bagaimana sih cara daftar  aku punya rekening bank aceh saat daftar aplikasi katanya data ditemukan maksudnya bagaimana bolak balik unduh tetap nggak masuk,"['sih', 'daftar', 'rekening', 'bank', 'aceh', 'daftar', 'aplikasi', 'data', 'temu', 'maksud', 'bolak', 'unduh', 'nggak', 'masuk']",sih daftar rekening bank aceh daftar aplikasi data temu maksud bolak unduh nggak masuk
herdi king BM,4/21/2023 3:04,3,kami mengharapkan adanya fitur transaksi yang sudah berhasil agar dapat memudahkan untuk pengecekan,2,POSITIVE,mengharapkan adanya fitur transaksi sudah berhasil dapat memudahkan pengecekan,"['harap', 'fitur', 'transaksi', 'hasil', 'mudah', 'kece']",harap fitur transaksi hasil mudah kece
Juraina Wati,4/20/2023 9:33,3,tolong ditambah lagi untuk topup  seperti topup dana dan shoopepay dan satu lagi awalnya saya bisa layanan pelanggan tapi sekarang setiap saya tangkapan layar selalu keluar tulisan aplikasi mengambil tangkapan layar tidak di izinkan oleh aplikasi sedang teman teman saya bisa tolong diperbaiki lagi terimakasih,-16,NEGATIVE,ditambah untuk topup  topup dana shoopepay satu awalnya bisa layanan pelanggan sekarang tangkapan layar selalu keluar tulisan aplikasi mengambil tangkapan layar di izinkan aplikasi sedang teman teman saya bisa diperbaiki terimakasih,"['tambah', 'topup', 'topup', 'dana', 'shoopepay', 'layan', 'langgan', 'tangkap', 'layar', 'tulis', 'aplikasi', 'ambil', 'tangkap', 'layar', 'izin', 'aplikasi', 'teman', 'teman', 'baik', 'terimakasih']",tambah topup topup dana shoopepay layan langgan tangkap layar tulis aplikasi ambil tangkap layar izin aplikasi teman teman baik terimakasih
I am Bal,4/19/2023 21:46,1,aplikasi tidak dapat menyimpan sandi dan fitur layanan yang sangat sedikit,-14,NEGATIVE,aplikasi dapat menyimpan sandi fitur layanan sangat sedikit,"['aplikasi', 'simpan', 'sandi', 'fitur', 'layan']",aplikasi simpan sandi fitur layan
ali ikhsan,4/18/2023 7:47,4,tingkatkan lagi pelayanan dengan kerja sama pihak emoney dan belanja online  pasti nasabah sangat lebih di mudahkan,7,POSITIVE,tingkatkan pelayanan kerja sama pihak emoney belanja online  nasabah sangat lebih mudahkan,"['tingkat', 'layan', 'kerja', 'emoney', 'belanja', 'online', 'nasabah', 'mudah']",tingkat layan kerja emoney belanja online nasabah mudah
Reza Setiawan,4/16/2023 9:09,3,sudah beberapa hari ini aplikasi tidak bisa dibuka biasanya ada pilihan masuk menggunakan biometric fingerprint dari smartphone tetapi sekarang tidak ada ketika mencoba masuk menggunakan username dan password muncul notifikasi data tidak ditemukan,-21,NEGATIVE,beberapa hari aplikasi bisa dibuka biasanya pilihan masuk menggunakan biometric fingerprint smartphone sekarang ada mencoba masuk menggunakan username password muncul notifikasi data ditemukan,"['aplikasi', 'buka', 'pilih', 'masuk', 'biometric', 'fingerprint', 'smartphone', 'coba', 'masuk', 'username', 'password', 'muncul', 'notifikasi', 'data', 'temu']",aplikasi buka pilih masuk biometric fingerprint smartphone coba masuk username password muncul notifikasi data temu
Ifan,4/16/2023 6:42,5,tambahkan menu untuk melakukan penarikan tanpa kartu soalnya di mesin atm  ada pilihan namun di aplikasi belum tersedia,8,POSITIVE,tambahkan menu melakukan penarikan kartu soalnya mesin atm  pilihan di aplikasi tersedia,"['tambah', 'menu', 'tari', 'kartu', 'mesin', 'atm', 'pilih', 'aplikasi', 'sedia']",tambah menu tari kartu mesin atm pilih aplikasi sedia
ferry andika,4/15/2023 22:51,1,aplikasi nggak jelas hari ini transfer ke sesama bank aceh banyak nggak jelas yang mengirim saldo  terpotong dan yang terima tidak masuk saldonya kemana itu uang lari,-30,NEGATIVE,aplikasi jelas hari transfer sesama bank aceh banyak jelas mengirim saldo  terpotong yang terima masuk saldonya itu uang lari,"['aplikasi', 'transfer', 'bank', 'aceh', 'kirim', 'saldo', 'potong', 'terima', 'masuk', 'saldo', 'uang', 'lari']",aplikasi transfer bank aceh kirim saldo potong terima masuk saldo uang lari
Edo Rajanago,4/13/2023 20:56,1,aplikasi ini tidak bagus saya beli pulsa telkomsel saldo dipotong tapi pulsa tidak masuk sudah dua hari,-21,NEGATIVE,aplikasi bagus beli pulsa telkomsel saldo dipotong pulsa tidak masuk dua hari,"['aplikasi', 'bagus', 'beli', 'pulsa', 'telkomsel', 'saldo', 'potong', 'pulsa', 'masuk']",aplikasi bagus beli pulsa telkomsel saldo potong pulsa masuk
Nurdiana Lsm,4/12/2023 15:09,1,kenapa tidak bisa di buka ya baru saja unduh tapi pin  salah terus,-8,NEGATIVE,tidak di buka baru unduh pin  salah terus,"['buka', 'unduh', 'pin', 'salah']",buka unduh pin salah
Andhie Velma,4/12/2023 12:26,1,bintang  saja dulu baru saja beli pulsa  ribu pulsa nggak masuk saldo terpotong sudah  kali kejadian ini saya alami,-23,NEGATIVE,bintang  dulu baru beli pulsa  ribu pulsa masuk saldo terpotong  kali kejadian saya alami,"['bintang', 'beli', 'pulsa', 'ribu', 'pulsa', 'masuk', 'saldo', 'potong', 'kali', 'jadi', 'alami']",bintang beli pulsa ribu pulsa masuk saldo potong kali jadi alami
Tuan Muda,4/12/2023 10:51,1,tidak usah di install habisin paket aplikasi action mobil bank aceh tidak jelas sedikit pun tidak ada jelas,-26,NEGATIVE,usah install habisin paket aplikasi action mobil bank aceh jelas sedikit tidak jelas,"['install', 'habisin', 'paket', 'aplikasi', 'action', 'mobil', 'bank', 'aceh']",install habisin paket aplikasi action mobil bank aceh
MubarraQ 97,4/11/2023 21:19,3,sayang  di aplikasi ini tidak ada menu top up dana cuma ada ovo link saja kalau bisa perbaharui tambahkan menu top up khusus dana agar lebih lengkap dan mudah seperti bsi mobile terimakasih,10,POSITIVE,sayang  aplikasi tidak menu top up dana cuma ovo link kalau perbaharui tambahkan menu top up khusus dana lebih lengkap mudah bsi mobile terimakasih,"['sayang', 'aplikasi', 'menu', 'top', 'up', 'dana', 'ovo', 'link', 'baharu', 'tambah', 'menu', 'top', 'up', 'khusus', 'dana', 'lengkap', 'mudah', 'bsi', 'mobile', 'terimakasih']",sayang aplikasi menu top up dana ovo link baharu tambah menu top up khusus dana lengkap mudah bsi mobile terimakasih
Ep Ie,4/10/2023 3:12,1,aplikasi tidak bisa terbuka kenapa saldo  berkurang terus padahal saya nggak ada melakukan transaksi bagaimana ini solusinya,-4,NEGATIVE,aplikasi bisa terbuka saldo  berkurang terus padahal nggak melakukan transaksi bagaimana solusinya,"['aplikasi', 'buka', 'saldo', 'kurang', 'nggak', 'transaksi', 'solusi']",aplikasi buka saldo kurang nggak transaksi solusi
Sri jumiati,4/9/2023 15:37,1,tolong di jawab ketika saya mencoba untuk masuk di aplikasi action bank aceh pada smartphone baru kenapa tidak bisa pada aplikasi muncul perintah silahkan masuk dengan perangkat yang sudah terdaftar sedangkan smartphone saya yang lama perangkat yang biasa saya pakai untuk akses aplikasi action bank aceh itu sudah rusak tidak dapat digunakan lagi saya sudah coba opsi daftar tetapi tidak bisa juga solusinya tolong,-58,NEGATIVE,jawab mencoba masuk di aplikasi action bank aceh smartphone baru pada aplikasi muncul perintah silahkan masuk perangkat terdaftar smartphone lama perangkat yang biasa saya pakai akses aplikasi action bank aceh sudah rusak tidak dapat digunakan saya sudah coba opsi daftar tidak juga solusinya,"['coba', 'masuk', 'aplikasi', 'action', 'bank', 'aceh', 'smartphone', 'aplikasi', 'muncul', 'perintah', 'silah', 'masuk', 'perangkat', 'daftar', 'smartphone', 'perangkat', 'pakai', 'akses', 'aplikasi', 'action', 'bank', 'aceh', 'rusak', 'coba', 'opsi', 'daftar', 'solusi']",coba masuk aplikasi action bank aceh smartphone aplikasi muncul perintah silah masuk perangkat daftar smartphone perangkat pakai akses aplikasi action bank aceh rusak coba opsi daftar solusi
Nur Hasanah,4/9/2023 11:33,4,saya ganti smartphone baru dan kartunya saya ikutkan ke smartphone baru dan unduh action tapi nggak bsa masuk perangkat sudah ada katanya,-8,NEGATIVE,ganti smartphone baru kartunya ikutkan smartphone baru unduh action nggak bsa masuk perangkat ada katanya,"['ganti', 'smartphone', 'kartu', 'ikut', 'smartphone', 'unduh', 'action', 'nggak', 'bsa', 'masuk', 'perangkat']",ganti smartphone kartu ikut smartphone unduh action nggak bsa masuk perangkat
maya yuliana,4/8/2023 15:29,4,assalamualaikum mau tanya bagaimana ya caranya tarik tunai tanpa kartu di atm bank aceh,16,POSITIVE,assalamualaikum mau tanya bagaimana caranya tarik tunai kartu atm bank aceh,"['assalamualaikum', 'tarik', 'tunai', 'kartu', 'atm', 'bank', 'aceh']",assalamualaikum tarik tunai kartu atm bank aceh
Sandika Putra Kandana,4/3/2023 23:41,1,kenapa saat di buka keluar periksa koneksi anda padahal koneksisaya aman pihak developer tolong di perbaiki,-13,NEGATIVE,saat buka keluar periksa koneksi padahal koneksisaya aman pihak developer di perbaiki,"['buka', 'periksa', 'koneksi', 'koneksisaya', 'aman', 'developer', 'baik']",buka periksa koneksi koneksisaya aman developer baik
Edi/Uwen Surya,4/3/2023 9:05,5,aplikasi action mobile saya tidak bisa di buka,-9,NEGATIVE,aplikasi action mobile tidak di buka,"['aplikasi', 'action', 'mobile', 'buka']",aplikasi action mobile buka
Ikram Mukhlis,4/3/2023 1:05,5,bank aceh syariah bas memang top dan mantap tetapi ada tapinya ini ya adminya bank aceh tambahkan lah untuk secepatnya ewallet lainnya seperti top up dana dan shopeepay sekian dan terimakasih,32,POSITIVE,bank aceh syariah bas memang top mantap ada tapinya ya adminya bank aceh tambahkan lah secepatnya ewallet lainnya top up dana shopeepay sekian terimakasih,"['bank', 'aceh', 'syariah', 'bas', 'top', 'mantap', 'tapi', 'ya', 'adminya', 'bank', 'aceh', 'tambah', 'cepat', 'ewallet', 'top', 'up', 'dana', 'shopeepay', 'sekian', 'terimakasih']",bank aceh syariah bas top mantap tapi ya adminya bank aceh tambah cepat ewallet top up dana shopeepay sekian terimakasih
Sri Bulan_let19_32,4/2/2023 20:33,1,kenapa saya selalu gagal ya ketika coba mendaftar padahal nomor kartu atm saya dan pin saya sudah benar mengapa tapi disitu selalu dibilang gagal,-13,NEGATIVE,selalu gagal ketika coba mendaftar padahal nomor kartu atm dan pin saya sudah benar tapi disitu selalu dibilang gagal,"['gagal', 'coba', 'daftar', 'nomor', 'kartu', 'atm', 'pin', 'situ', 'bilang', 'gagal']",gagal coba daftar nomor kartu atm pin situ bilang gagal
Putra Az-zayan,4/2/2023 11:13,3,assalamualaikum wr wb sedikit saran kalau bisa langsung di buat pembaruan kakak perbaharui soalnya banyak fitur yang sangat di perlukan malah fitur tersebut tidak ada di aplikasi action mobile yang pertama untuk top up kenapa aplikasi dana tidak tertara kemudian mengenai top up pulsa cuma operator telkomsel pemotongan pajak dan sisa saldo yang harus di simpan sangat besar yang terakhir menurut saya kalau bisa fitur menarik tanpa kartu itu segera di perbaharui di action mobile terimakasih,-32,NEGATIVE,assalamualaikum wr wb sedikit saran kalau langsung buat pembaruan kakak perbaharui soalnya banyak fitur sangat perlukan malah fitur tersebut ada aplikasi action mobile pertama top up aplikasi dana tertara kemudian mengenai top up pulsa cuma operator telkomsel pemotongan pajak sisa saldo harus simpan sangat besar terakhir saya kalau fitur menarik kartu segera perbaharui action mobile terimakasih,"['assalamualaikum', 'wr', 'wb', 'saran', 'langsung', 'baru', 'kakak', 'baharu', 'fitur', 'perlu', 'fitur', 'aplikasi', 'action', 'mobile', 'top', 'up', 'aplikasi', 'dana', 'tara', 'top', 'up', 'pulsa', 'operator', 'telkomsel', 'potong', 'pajak', 'sisa', 'saldo', 'simpan', 'fitur', 'tarik', 'kartu', 'baharu', 'action', 'mobile', 'terimakasih']",assalamualaikum wr wb saran langsung baru kakak baharu fitur perlu fitur aplikasi action mobile top up aplikasi dana tara top up pulsa operator telkomsel potong pajak sisa saldo simpan fitur tarik kartu baharu action mobile terimakasih
Rahma Dhani,4/2/2023 8:46,1,harus di tingkatkan lagi semaksimal mungkin karena akun action saya seringkali terblokir password  tidak nyaman sama sekali,-12,NEGATIVE,di tingkatkan semaksimal mungkin akun action seringkali terblokir password  nyaman sama sekali,"['tingkat', 'maksimal', 'akun', 'action', 'seringkali', 'blokir', 'password', 'nyaman']",tingkat maksimal akun action seringkali blokir password nyaman
ARIF GAMING,4/1/2023 15:52,1,kenapa saldo saya tidak mencukupi untuk top up ovo padahal saldo saya sejuta saya top up seratus masak saldo tidak cukup,-11,NEGATIVE,saldo mencukupi top up ovo padahal saldo sejuta top up seratus masak saldo tidak cukup,"['saldo', 'cukup', 'top', 'up', 'ovo', 'saldo', 'juta', 'top', 'up', 'ratus', 'masak', 'saldo']",saldo cukup top up ovo saldo juta top up ratus masak saldo
jamaluddin sentang,3/31/2023 6:35,5,mobile banking nyaman aman dan mudah,7,POSITIVE,mobile banking nyaman aman mudah,"['mobile', 'banking', 'nyaman', 'aman', 'mudah']",mobile banking nyaman aman mudah
Asmah 1986,3/31/2023 4:54,4,sangat bermanfaat sekali sehingga bisa kirim uang tanpa harus keluar rumah cukup pakel smartphone saja,-8,NEGATIVE,sangat bermanfaat sekali bisa kirim uang harus keluar rumah cukup pakel smartphone,"['manfaat', 'kirim', 'uang', 'rumah', 'pakel', 'smartphone']",manfaat kirim uang rumah pakel smartphone
tgkhendra Hendra,3/29/2023 12:17,1,setiap mau buka kotak katik dulu bahkan sering saat mau buka periksa koneksi pulsa penuh paket penuh koneksi deras tapi setiap kali mau buka selalu periksa koneksi dulu,-4,NEGATIVE,mau buka kotak katik dulu bahkan sering mau buka periksa koneksi pulsa penuh paket penuh koneksi deras setiap kali mau buka selalu periksa koneksi dulu,"['buka', 'kotak', 'katik', 'buka', 'periksa', 'koneksi', 'pulsa', 'penuh', 'paket', 'penuh', 'koneksi', 'deras', 'kali', 'buka', 'periksa', 'koneksi']",buka kotak katik buka periksa koneksi pulsa penuh paket penuh koneksi deras kali buka periksa koneksi
WAWAN DERMAWAN,3/29/2023 11:00,2,kenapa saya tidak bisa buka aplikasi  tidak ada koneksi biasanya tidak seperti ini,-21,NEGATIVE,saya bisa buka aplikasi  ada koneksi biasanya seperti,"['buka', 'aplikasi', 'koneksi']",buka aplikasi koneksi
ratna wati,3/29/2023 9:22,4,kenapa action mobile saya tidak bisa dibuka ya selalu muncul kalimat cek koneksi anda padahal koneksisaya tidak bermasalah aplikasi lain d smartphone saya bisa dibuka,-28,NEGATIVE,action mobile dibuka selalu muncul kalimat cek koneksi padahal koneksisaya tidak bermasalah aplikasi d smartphone bisa dibuka,"['action', 'mobile', 'buka', 'muncul', 'kalimat', 'cek', 'koneksi', 'koneksisaya', 'masalah', 'aplikasi', 'd', 'smartphone', 'buka']",action mobile buka muncul kalimat cek koneksi koneksisaya masalah aplikasi d smartphone buka
Asriadi Muis1986,3/29/2023 9:10,1,terlalu sering macet cek koneksi anda begitu terus terusan aduh aplikasi asal asalan asal ada saja kayaknya nggak nyaman banget dan nggak sesuai harapan kita,-11,NEGATIVE,terlalu sering macet cek koneksi begitu terus terusan aduh aplikasi asal asalan asal saja kayaknya nyaman banget nggak sesuai harapan,"['macet', 'cek', 'koneksi', 'terus', 'aduh', 'aplikasi', 'asal', 'kayak', 'nyaman', 'banget', 'nggak', 'sesuai', 'harap']",macet cek koneksi terus aduh aplikasi asal kayak nyaman banget nggak sesuai harap
Ningsih Sipatuhar,3/29/2023 7:32,5,mohon bantuannya mengapa saya tidak bisa buka aplikasi action ini setelah saya buka keluar periksa koneksi ada padahal sudah saya perbaharui habis itu sudah saya instal ulang tapi masih nggak bisa buka mohon bantuan  tolong,-28,NEGATIVE,mohon bantuannya bisa buka aplikasi action setelah buka keluar periksa koneksi padahal saya perbaharui habis sudah saya instal ulang masih bisa buka mohon bantuan ,"['mohon', 'bantu', 'buka', 'aplikasi', 'action', 'buka', 'periksa', 'koneksi', 'baharu', 'habis', 'instal', 'ulang', 'buka', 'mohon', 'bantu']",mohon bantu buka aplikasi action buka periksa koneksi baharu habis instal ulang buka mohon bantu
Sukariali samud,3/29/2023 6:37,5,saat internet saya baik kenapa koneksi saya bermasalah,-6,NEGATIVE,internet baik koneksi bermasalah,"['internet', 'koneksi', 'masalah']",internet koneksi masalah
Nadzril Akbar,3/29/2023 6:03,1,ada apa dengan aplikasi anda ini mau masuk nggak bisa masuk tolong periksa koneksianda,-12,NEGATIVE,apa aplikasi ini mau masuk bisa masuk periksa koneksianda,"['aplikasi', 'masuk', 'masuk', 'periksa', 'koneksianda']",aplikasi masuk masuk periksa koneksianda
Muhammmad Nasir,3/29/2023 5:12,1,assalamualaikum kenapa nggak bisa buka aplikasi  waktu bukan suruh cek koneksi anda padahal jaringannya sudah bagus waktu buka aplikasi bsi bisa dengan koneksiyang sama mohon solusinya,-4,NEGATIVE,assalamualaikum nggak buka aplikasi  waktu bukan suruh cek koneksi padahal jaringannya bagus waktu buka aplikasi bsi dengan koneksiyang sama mohon solusinya,"['assalamualaikum', 'nggak', 'buka', 'aplikasi', 'suruh', 'cek', 'koneksi', 'jaring', 'bagus', 'buka', 'aplikasi', 'bsi', 'koneksiyang', 'mohon', 'solusi']",assalamualaikum nggak buka aplikasi suruh cek koneksi jaring bagus buka aplikasi bsi koneksiyang mohon solusi
Nda Nurhaliza,3/29/2023 3:58,1,maaf bintang  kenapa ya nggak bisa di buka aplikasi  koneksi internet ada padahal lagi butuh banget tolong solusinya dong,-4,NEGATIVE,maaf bintang  ya bisa buka aplikasi  koneksi internet padahal butuh banget solusinya dong,"['maaf', 'bintang', 'ya', 'buka', 'aplikasi', 'koneksi', 'internet', 'butuh', 'banget', 'solusi']",maaf bintang ya buka aplikasi koneksi internet butuh banget solusi
Arief Julianda,3/27/2023 9:16,2,untuk pilihan top up belum lengkap top up dana belum ada saya tambah kalau sudah lengkap top up,23,POSITIVE,pilihan top up lengkap top up dana ada tambah kalau lengkap top up,"['pilih', 'top', 'up', 'lengkap', 'top', 'up', 'dana', 'lengkap', 'top', 'up']",pilih top up lengkap top up dana lengkap top up
Robi Saputra,3/25/2023 23:54,3,transaksi virtual account belum bisa ya,8,POSITIVE,transaksi virtual account bisa,"['transaksi', 'virtual', 'account']",transaksi virtual account
Yuna We Are One,3/24/2023 18:30,2,kenapa sekarang saat dibuka aplikasi ini buat smartphone saya mati padahal aplikasi lain baik baik saja,-7,NEGATIVE,sekarang dibuka aplikasi buat smartphone mati padahal aplikasi baik baik,"['buka', 'aplikasi', 'smartphone', 'mati', 'aplikasi']",buka aplikasi smartphone mati aplikasi
fijey sab,3/23/2023 21:57,5,mudah di gunakan sejauh ini keamanan masih terjamin teruslah berkembang action mobile bank aceh,8,POSITIVE,mudah gunakan sejauh keamanan terjamin teruslah berkembang action mobile bank aceh,"['mudah', 'aman', 'jamin', 'terus', 'kembang', 'action', 'mobile', 'bank', 'aceh']",mudah aman jamin terus kembang action mobile bank aceh
Aku Mencintaimu,3/23/2023 16:30,1,belum ada event cashback qris coba saja diadakan mungkin semakin berkembang bertambah nasabah,-1,NEGATIVE,ada event cashback qris coba diadakan mungkin semakin berkembang bertambah nasabah,"['event', 'cashback', 'qris', 'coba', 'ada', 'kembang', 'tambah', 'nasabah']",event cashback qris coba ada kembang tambah nasabah
Syafrizal Bk,3/23/2023 13:05,1,aplikasi martabak telor setiap mau makan harus buat dulu setiap mau masuk password di blokir buat lagi apa,-8,NEGATIVE,aplikasi martabak telor mau makan buat dulu mau masuk password blokir buat apa,"['aplikasi', 'martabak', 'telor', 'makan', 'masuk', 'password', 'blokir']",aplikasi martabak telor makan masuk password blokir
Muhammad Iqbal,3/22/2023 2:34,2,tolong tambahin top up dana,10,POSITIVE,tambahin top up dana,"['tambahin', 'top', 'up', 'dana']",tambahin top up dana
Okta Handipa,3/21/2023 18:38,2,action mobile saya tidak bisa dibuka dan yang muncul langsung layar hitam,-16,NEGATIVE,action mobile tidak dibuka yang muncul langsung layar hitam,"['action', 'mobile', 'buka', 'muncul', 'langsung', 'layar', 'hitam']",action mobile buka muncul langsung layar hitam
Ryadi Radi,3/20/2023 4:17,1,isi pulsa transaksi gagal saldo  malah kepotong dan nggak ada bukti transaksi sama sekali jadi berasa kaya di curi sudah  kali begitu total  ribu saldo hilang,-8,NEGATIVE,isi pulsa transaksi gagal saldo  malah kepotong nggak bukti transaksi sama sekali jadi berasa kaya curi  kali total  ribu saldo hilang,"['isi', 'pulsa', 'transaksi', 'gagal', 'saldo', 'potong', 'nggak', 'bukti', 'transaksi', 'asa', 'kaya', 'curi', 'kali', 'total', 'ribu', 'saldo', 'hilang']",isi pulsa transaksi gagal saldo potong nggak bukti transaksi asa kaya curi kali total ribu saldo hilang
Macan Selawah,3/18/2023 0:04,5,sangat bagus saya selalu mendukung,-3,NEGATIVE,sangat bagus selalu mendukung,"['bagus', 'dukung']",bagus dukung
Tuanku Hafiz,3/15/2023 1:25,5,tambahkan mode top up  dong agar bisa top up dana juga seperti bsi,10,POSITIVE,tambahkan mode top up  dong bisa top up dana seperti bsi,"['tambah', 'mode', 'top', 'up', 'top', 'up', 'dana', 'bsi']",tambah mode top up top up dana bsi
Al Fazh,3/14/2023 17:30,5,alhamdulillah sudah ada fitur bi fast transaksi jadi lebih hemat terimakasih bank aceh,16,POSITIVE,alhamdulillah ada fitur bi fast transaksi jadi lebih hemat terimakasih bank aceh,"['alhamdulillah', 'fitur', 'bi', 'fast', 'transaksi', 'hemat', 'terimakasih', 'bank', 'aceh']",alhamdulillah fitur bi fast transaksi hemat terimakasih bank aceh
indra firmansyah,3/14/2023 6:17,5,sangat memudahkan untuk transaksi,4,POSITIVE,sangat memudahkan transaksi,"['mudah', 'transaksi']",mudah transaksi
Wahyu Wahyu,3/13/2023 18:25,5,bang aceh luar biasa salam sukses keren,1,POSITIVE,bang aceh luar biasa salam sukses keren,"['bang', 'aceh', 'salam', 'sukses', 'keren']",bang aceh salam sukses keren
Afzal S. Pd,3/13/2023 13:52,5,assalamualaikum saya ingin bertanya kepada pihak bank aceh kenapa saldo dibawah  ribu tidak bisa ditarik sedangkan bank bsi sampai nol rupiah bisa ditarik dari kartu gold sama server sama bisa ditarik sampai nol rupiah mohon sistem perbaiki kembali kami merasa kecewa dengan keadaan bank milik orang aceh seperti ini ini tidak adil namanya padahal sama bank milik negara beda daerah sama pusat,-13,NEGATIVE,assalamualaikum ingin bertanya pihak bank aceh saldo dibawah  ribu ditarik bank bsi nol rupiah ditarik kartu gold sama server sama bisa ditarik nol rupiah mohon sistem perbaiki kami merasa kecewa keadaan bank milik orang aceh ini tidak adil namanya padahal sama bank milik negara beda daerah sama pusat,"['assalamualaikum', 'bank', 'aceh', 'saldo', 'bawah', 'ribu', 'tarik', 'bank', 'bsi', 'nol', 'rupiah', 'tarik', 'kartu', 'gold', 'server', 'tarik', 'nol', 'rupiah', 'mohon', 'sistem', 'baik', 'kecewa', 'bank', 'milik', 'orang', 'aceh', 'adil', 'nama', 'bank', 'milik', 'negara', 'beda', 'daerah', 'pusat']",assalamualaikum bank aceh saldo bawah ribu tarik bank bsi nol rupiah tarik kartu gold server tarik nol rupiah mohon sistem baik kecewa bank milik orang aceh adil nama bank milik negara beda daerah pusat
Dhiaul Haq,3/13/2023 11:23,1,masih banyak sekali kekurangannya,-1,NEGATIVE,banyak sekali kekurangannya,['kurang'],kurang
